weekDay,subject,count
Thu,Recepta\xc3\xa7\xc3\xa3o,3395
Thu,Recepta\xc3\xa7\xc3\xa3o Qualificada,481
Thu,Recolhimento e Tratamento de Lixo,1
Thu,Recondu\xc3\xa7\xc3\xa3o,22
Thu,Reconhecimento,4120
Thu,Recupera\xc3\xa7\xc3\xa3o extrajudicial,3
Thu,Recupera\xc3\xa7\xc3\xa3o judicial e Fal\xc3\xaancia,2765
Thu,Recursos Administrativos,5
Thu,Recursos H\xc3\xaddricos,2
Thu,Recusa,23
Thu,Redu\xc3\xa7\xc3\xa3o a condi\xc3\xa7\xc3\xa3o an\xc3\xa1loga \xc3\xa0 de escravo,2
Thu,Redu\xc3\xa7\xc3\xa3o da Capacidade Auditiva,31
Thu,Reforma,17
Thu,Regime,4
Thu,Regime de Bens Entre os C\xc3\xb4njuges,113
Thu,Regime Estatut\xc3\xa1rio,81
Thu,Regime Previdenci\xc3\xa1rio,120
Thu,Registro Civil das Pessoas Naturais,173
Thu,Registro das Pessoas Juridicas d de Titulos E,29
Thu,Registro de \xc3\x93bito ap\xc3\xb3s prazo legal,9
Thu,Registro de Im\xc3\xb3veis,470
Thu,Registro de nascimento ap\xc3\xb3s prazo legal,6
Thu,Registro de Nascimento de Filho de Brasileiro Nascido no Exterior,2
Thu,Registro de Nascimento Inexistente,2
Thu,Registro em Cadastro,1106
Thu,Registro em Cadastro de An\xc3\xa1lise de Cr\xc3\xa9dito,350
Thu,Registro em Cadastro de Inadimplentes,5294
Thu,Registro para comercializa\xc3\xa7\xc3\xa3o de dados cadastrais de consumidores,257
Thu,REGISTROS P\xc3\x9aBLICOS,59
Thu,Regulamenta\xc3\xa7\xc3\xa3o de Visitas,681
Thu,Reintegra\xc3\xa7\xc3\xa3o,389
Thu,Reivindica\xc3\xa7\xc3\xa3o,532
Thu,Rela\xc3\xa7\xc3\xb5es de Parentesco,333
Thu,Remiss\xc3\xa3o das D\xc3\xadvidas,3
Thu,Remo\xc3\xa7\xc3\xa3o,66
Thu,Remunera\xc3\xa7\xc3\xa3o,32
Thu,Repasse de Verbas P\xc3\xbablicas,8
Thu,Repeti\xc3\xa7\xc3\xa3o de ind\xc3\xa9bito,132
Thu,Representa\xc3\xa7\xc3\xa3o comercial,959
Thu,Reprodu\xc3\xa7\xc3\xa3o ou adultera\xc3\xa7\xc3\xa3o de selo ou pe\xc3\xa7a filat\xc3\xa9lica,2
Thu,Rescis\xc3\xa3o,156
Thu,Rescis\xc3\xa3o do contrato e devolu\xc3\xa7\xc3\xa3o do dinheiro,1364
Thu,Reserva de Dominio,866
Thu,Reserva de Vagas para Deficientes,14
Thu,Reserva Remunerada,23
Thu,Resgate de Contribui\xc3\xa7\xc3\xa3o,75
Thu,Resist\xc3\xaancia,425
Thu,Responsabilidade Civil,23300
Thu,Responsabilidade Civil do Empregador,172
Thu,Responsabilidade Civil do Servidor P\xc3\xbablico,2
Thu,Responsabilidade Contratual,26
Thu,Responsabilidade da Administra\xc3\xa7\xc3\xa3o,3587
Thu,Responsabilidade do Fornecedor,436
Thu,Responsabilidade dos s\xc3\xb3cios,27
Thu,Responsabilidade Extracontratual,3
Thu,Restabelecimento,278
Thu,Retifica\xc3\xa7\xc3\xa3o de \xc3\x81rea de Im\xc3\xb3vel,3
Thu,Retifica\xc3\xa7\xc3\xa3o de Data de Nascimento,25
Thu,Retifica\xc3\xa7\xc3\xa3o de Nome,134
Thu,Retifica\xc3\xa7\xc3\xa3o de Sexo,13
Thu,Revis\xc3\xa3o,2900
Thu,Revis\xc3\xa3o do Saldo Devedor,24
Thu,Revis\xc3\xa3o Geral Anual,26
Thu,Revoga\xc3\xa7\xc3\xa3o,27
Thu,Revoga\xc3\xa7\xc3\xa3o de atos praticados em preju\xc3\xadzo de credores e da massa,6
Thu,Rixa,2
Thu,Roubo,6788
Thu,Roubo Majorado,27773
Thu,Rufianismo,7
Thu,Rural,36
Thu,Sa\xc3\xbade,1298
Thu,Sal\xc3\xa1rio,73
Thu,San\xc3\xa7\xc3\xb5es Administrativas,1
Thu,Saneamento,1
Thu,SATISFACAO DE LASCIVIA MEDIANTE PRESENCA DE CRIANCA OU ADOLESCENTE,21
Thu,Se\xc3\xa7\xc3\xa3o C\xc3\xadvel,156
Thu,Seguida de Morte,95
Thu,Seguro,27637
Thu,Seguros Mar\xc3\xadtimos,2
Thu,Semiliberdade,1
Thu,Seq\xc3\xbcestro e c\xc3\xa1rcere privado,156
Thu,Servi\xc3\xa7o Militar,7
Thu,Servi\xc3\xa7o Militar dos Profissionais da Sa\xc3\xbade,3
Thu,Servi\xc3\xa7os,693
Thu,Servi\xc3\xa7os Hospitalares,246
Thu,Servi\xc3\xa7os Profissionais,258
Thu,Servid\xc3\xa3o,192
Thu,Servid\xc3\xa3o Administrativa,46
Thu,Servidao de Eletroduto,251
Thu,Servidor P\xc3\xbablico Civil,6889
Thu,Servidores Ativos,105
Thu,Servidores Inativos,391
Thu,Sigilo Telef\xc3\xb4nico,2
Thu,Sistema Financeiro da Habita\xc3\xa7\xc3\xa3o,1634
Thu,Sistema Nacional de Tr\xc3\xa2nsito,2191
Thu,Sistema Remunerat\xc3\xb3rio e Benef\xc3\xadcios,17815
Thu,Sociedade,965
Thu,Sonega\xc3\xa7\xc3\xa3o de papel ou objeto de valor probat\xc3\xb3rio,102
Thu,Sonega\xc3\xa7\xc3\xa3o do Estado de Filia\xc3\xa7\xc3\xa3o,2
Thu,Sonega\xc3\xa7\xc3\xa3o ou destrui\xc3\xa7\xc3\xa3o de correspond\xc3\xaancia,1
Thu,Sub,1
Thu,Subs\xc3\xaddios,9
Thu,Substitui\xc3\xa7\xc3\xa3o do Produto,283
Thu,Subtra\xc3\xa7\xc3\xa3o,1
Thu,Subtra\xc3\xa7\xc3\xa3o de Incapazes,2
Thu,Subtra\xc3\xa7\xc3\xa3o ou inutiliza\xc3\xa7\xc3\xa3o de livro ou documento,5
Thu,Sucess\xc3\xa3o Provis\xc3\xb3ria,13
Thu,Sucess\xc3\xb5es,2005
Thu,Superf\xc3\xadcie,1
Thu,Supress\xc3\xa3o de documento,62
Thu,Supress\xc3\xa3o ou Altera\xc3\xa7\xc3\xa3o de Marca em Animais,1
Thu,Suspens\xc3\xa3o,24
Thu,Suspens\xc3\xa3o da Exigibilidade,11
Thu,Susta\xc3\xa7\xc3\xa3o,11
Thu,Susta\xc3\xa7\xc3\xa3o de Protesto,987
Thu,T\xc3\xadtulos da D\xc3\xadvida P\xc3\xbablica,1
Thu,T\xc3\xadtulos de Cr\xc3\xa9dito,175
Thu,Tabelionato de Protestos de T\xc3\xadtulos,7
Thu,Tabelionatos,1
Thu,Tarifas,2396
Thu,Taxa de Coleta de Lixo,112
Thu,Taxa de Fiscaliza\xc3\xa7\xc3\xa3o Ambiental,1
Thu,Taxa de Ilumina\xc3\xa7\xc3\xa3o P\xc3\xbablica,35
Thu,Taxa de Licen\xc3\xa7a de Importa\xc3\xa7\xc3\xa3o,1
Thu,Taxa de Licenciamento de Estabelecimento,132
Thu,Taxa de Limpeza P\xc3\xbablica,18
Thu,Taxa de Ocupa\xc3\xa7\xc3\xa3o,8
Thu,Taxa de Preven\xc3\xa7\xc3\xa3o e Combate a Inc\xc3\xaandio,6
Thu,Taxa Judici\xc3\xa1ria,9
Thu,Taxas,250
Thu,Telefonia,23951
Thu,Tempo de Servi\xc3\xa7o,133
Thu,Tempo de Servi\xc3\xa7o Rural,1
Thu,Termo Aditivo,2
Thu,Teto Salarial,14
Thu,Tr\xc3\xa1fico de Drogas e Condutas Afins,38729
Thu,Tr\xc3\xa1fico de influ\xc3\xaancia,14
Thu,Tr\xc3\xa1fico Internacional de Pessoas,2
Thu,Tr\xc3\xa1fico Interno de Pessoas,2
Thu,Trabalho do adolescente,2
Thu,Transa\xc3\xa7\xc3\xa3o,603
Thu,Transfer\xc3\xaancia,25
Thu,Transfer\xc3\xaancia de cotas,34
Thu,Transfer\xc3\xaancia ex,1
Thu,Transfer\xc3\xaancia para reserva,6
Thu,Transmiss\xc3\xa3o,4
Thu,Transporte A\xc3\xa9reo,547
Thu,Transporte de Coisas,467
Thu,Transporte de Pessoas,549
Thu,Transporte Terrestre,85
Thu,Tratamento da Pr\xc3\xb3pria Sa\xc3\xbade,44
Thu,Tratamento M\xc3\xa9dico,19031
Thu,Tratamento Medico,6107
Thu,Troca ou Permuta,72
Thu,Turismo,69
Thu,Tutela e Curatela,512
Thu,Ultraje P\xc3\xbablico ao Pudor,15
Thu,Uni\xc3\xa3o Est\xc3\xa1vel ou Concubinato,646
Thu,Uni\xc3\xa3o Homoafetiva,21
Thu,Unidade de Conserva\xc3\xa7\xc3\xa3o da Natureza,3
Thu,Unidade de terapia intensiva,50
Thu,Uso,9
Thu,Uso de documento falso,1244
Thu,Uso de g\xc3\xa1s t\xc3\xb3xico ou asfixiante,1
Thu,Uso ou Tr\xc3\xa1fico de Drogas,30
Thu,Usucapi\xc3\xa3o da L 6,84
Thu,Usucapi\xc3\xa3o Especial,134
Thu,Usucapi\xc3\xa3o Especial Coletiva,8
Thu,Usucapi\xc3\xa3o Extraordin\xc3\xa1ria,1247
Thu,Usucapi\xc3\xa3o Ordin\xc3\xa1ria,345
Thu,Usucapiao,122
Thu,Usufruto,28
Thu,Usufruto e Administra\xc3\xa7\xc3\xa3o dos Bens de Filhos Menores,9
Thu,Usurpa\xc3\xa7\xc3\xa3o de fun\xc3\xa7\xc3\xa3o p\xc3\xbablica,4
Thu,V\xc3\xadcios de Constru\xc3\xa7\xc3\xa3o,1
Thu,Vaga de garagem,14
Thu,Ve\xc3\xadculos,26
Thu,Venda de Produtos ou Subst\xc3\xa2ncia nas Condi\xc3\xa7\xc3\xb5es dos Artigos 274 e 275,2
Thu,Verba de Representa\xc3\xa7\xc3\xa3o,2
Thu,Viagem ao Exterior,5
Thu,Viol\xc3\xaancia Dom\xc3\xa9stica contra a Mulher,4
Thu,Viol\xc3\xaancia ou fraude em arremata\xc3\xa7\xc3\xa3o judicial,2
Thu,Viola\xc3\xa7\xc3\xa3o a Sepultura,6
Thu,Viola\xc3\xa7\xc3\xa3o aos Princ\xc3\xadpios Administrativos,30
Thu,Viola\xc3\xa7\xc3\xa3o de correspond\xc3\xaancia,1
Thu,Viola\xc3\xa7\xc3\xa3o de direito autoral,1910
Thu,Viola\xc3\xa7\xc3\xa3o de domic\xc3\xadlio,116
Thu,Viola\xc3\xa7\xc3\xa3o do sigilo funcional,10
Thu,Vistoria,1
Thu,Volunt\xc3\xa1ria,16
Thu,Warrant,4
Fri,\xc3\x81gua e,5
Fri,\xc3\x81guas P\xc3\xbablicas,41
Fri,\xc3\x8dndice da Al\xc3\xadquota,3
Fri,\xc3\x8dndice da URV Lei 8,5
Fri,1,65
Fri,Abandono de incapaz,6
Fri,Abandono Intelectual,21
Fri,Abandono Material,51
Fri,Abatimento proporcional do pre\xc3\xa7o,118
Fri,Abono de Perman\xc3\xaancia,159
Fri,Abono de Perman\xc3\xaancia em Servi\xc3\xa7o,1
Fri,Abono Pecuni\xc3\xa1rio,3
Fri,Aborto provocado pela gestante ou com o seu consentimento,1
Fri,Aborto provocado por terceiro,5
Fri,Abuso de Incapazes,1
Fri,Abuso Sexual,8
Fri,Acidente A\xc3\xa9reo,4
Fri,Acidente de Tr\xc3\xa2nsito,1438
Fri,Acidente de Trabalho,117
Fri,Acidente De Trabalho,201
Fri,Acompanhamento de C\xc3\xb4njuge ou Companheiro,3
Fri,Acumula\xc3\xa7\xc3\xa3o de Cargos,11
Fri,Acumula\xc3\xa7\xc3\xa3o de Proventos,1
Fri,Adicional de Horas Extras,123
Fri,Adicional de Insalubridade,252
Fri,Adicional de Periculosidade,27
Fri,Adicional de Produtividade,6
Fri,Adicional de Servi\xc3\xa7o Noturno,515
Fri,Adicional por Tempo de Servi\xc3\xa7o,8
Fri,Adimplemento e Extin\xc3\xa7\xc3\xa3o,15
Fri,Adjudica\xc3\xa7\xc3\xa3o Compuls\xc3\xb3ria,78
Fri,Administra\xc3\xa7\xc3\xa3o,6
Fri,Administra\xc3\xa7\xc3\xa3o de Heran\xc3\xa7a,17
Fri,Administra\xc3\xa7\xc3\xa3o judicial,7
Fri,Admiss\xc3\xa3o,35
Fri,Ado\xc3\xa7\xc3\xa3o de Adolescente,1
Fri,Ado\xc3\xa7\xc3\xa3o de Crian\xc3\xa7a,21
Fri,Ado\xc3\xa7\xc3\xa3o de Maior,5
Fri,Ado\xc3\xa7\xc3\xa3o Nacional,3
Fri,Adultera\xc3\xa7\xc3\xa3o de Sinal Identificador de Ve\xc3\xadculo Automotor,58
Fri,Advert\xc3\xaancia,2
Fri,Ag\xc3\xaancie e Distribui\xc3\xa7\xc3\xa3o,3
Fri,Agentes Pol\xc3\xadticos,4
Fri,Agrega\xc3\xa7\xc3\xa3o,1
Fri,Agrot\xc3\xb3xicos,2
Fri,Aliena\xc3\xa7\xc3\xa3o Fiduci\xc3\xa1ria,25873
Fri,Aliena\xc3\xa7\xc3\xa3o Judicial,6
Fri,Aliena\xc3\xa7\xc3\xa3o ou Onera\xc3\xa7\xc3\xa3o Fraudulenta de Coisa Pr\xc3\xb3pria,1
Fri,Aliena\xc3\xa7\xc3\xa3o Parental,2
Fri,Alimentos,1540
Fri,Altera\xc3\xa7\xc3\xa3o de Coisa Comum,3
Fri,Amamenta\xc3\xa7\xc3\xa3o,3
Fri,Amea\xc3\xa7a,388
Fri,Anistia,1
Fri,Anula\xc3\xa7\xc3\xa3o,70
Fri,Anula\xc3\xa7\xc3\xa3o de D\xc3\xa9bito Fiscal,19
Fri,Anula\xc3\xa7\xc3\xa3o e Corre\xc3\xa7\xc3\xa3o de Provas,185
Fri,Ap\xc3\xb3lices da D\xc3\xadvida P\xc3\xbablica,1
Fri,Aposentadoria,295
Fri,Aposentadoria Especial,4
Fri,Aposentadoria por Idade,1
Fri,Aposentadoria por Invalidez,83
Fri,Aposentadoria por Invalidez Acident\xc3\xa1ria,37
Fri,Aposentadoria por Tempo de Contribui\xc3\xa7\xc3\xa3o,4
Fri,Aposentadoria por Tempo de Servi\xc3\xa7o,1
Fri,Apreens\xc3\xa3o,4
Fri,Apropria\xc3\xa7\xc3\xa3o ind\xc3\xa9bita,127
Fri,Apropria\xc3\xa7\xc3\xa3o ind\xc3\xa9bita Previdenci\xc3\xa1ria,1
Fri,Apura\xc3\xa7\xc3\xa3o de haveres,10
Fri,Aquisi\xc3\xa7\xc3\xa3o,81
Fri,Aquisi\xc3\xa7\xc3\xa3o de passagens e moedas,1
Fri,Aquisi\xc3\xa7\xc3\xa3o de ve\xc3\xadculos automotores,1
Fri,Arquivamento Administrativo,2
Fri,Arras ou Sinal,1
Fri,Arrendamento Mercantil,2355
Fri,Arrendamento Rural,296
Fri,Ass\xc3\xa9dio Sexual,3
Fri,Assembl\xc3\xa9ia,13
Fri,Assinatura B\xc3\xa1sica Mensal,115
Fri,Assist\xc3\xaancia \xc3\xa0 Sa\xc3\xbade,17
Fri,Assist\xc3\xaancia M\xc3\xa9dico,1
Fri,Associa\xc3\xa7\xc3\xa3o,52
Fri,Associa\xc3\xa7\xc3\xa3o para a Produ\xc3\xa7\xc3\xa3o e Tr\xc3\xa1fico e Condutas Afins,73
Fri,Assun\xc3\xa7\xc3\xa3o de D\xc3\xadvida,1
Fri,Assun\xc3\xa7\xc3\xa3o de Obriga\xc3\xa7\xc3\xa3o no \xc3\x9altimo Ano do Mandado ou Legislatura,2
Fri,Atentado Violento ao Pudor,434
Fri,Atividade Pol\xc3\xadtica,12
Fri,Ato,29
Fri,Ato Infracional,592
Fri,Ato Lesivo ao Patrim\xc3\xb4nio Art\xc3\xadstico,9
Fri,Atos Administrativos,483
Fri,Atos Unilaterais,58
Fri,ATP,2
Fri,Atraso de v\xc3\xb4o,28
Fri,Autofal\xc3\xaancia,9
Fri,Aux\xc3\xadlio,6848
Fri,Averba\xc3\xa7\xc3\xa3o,30
Fri,Banc\xc3\xa1rios,2352
Fri,Bem de Fam\xc3\xadlia,49
Fri,Benef\xc3\xadcio Assistencial,1
Fri,Benef\xc3\xadcios em Esp\xc3\xa9cie,195
Fri,Benfeitorias,6
Fri,Bens P\xc3\xbablicos,13
Fri,Bloqueio de Valores de Contas P\xc3\xbablicas,1
Fri,Busca e Apreens\xc3\xa3o de Menores,49
Fri,C\xc3\xa9dula de Cr\xc3\xa9dito Banc\xc3\xa1rio,153
Fri,C\xc3\xa9dula de Cr\xc3\xa9dito Comercial,19
Fri,C\xc3\xa9dula de Cr\xc3\xa9dito Industrial,12
Fri,C\xc3\xa9dula de Cr\xc3\xa9dito Rural,148
Fri,C\xc3\xa9dula de Produto Rural,60
Fri,C\xc3\xa9dula Hipotec\xc3\xa1ria,24
Fri,Cadastro de An\xc3\xa1lise de Cr\xc3\xa9dito,5600
Fri,Cal\xc3\xbania,14
Fri,Cancelamento de Hipoteca,2
Fri,Cancelamento de Protesto,41
Fri,Cancelamento de v\xc3\xb4o,31
Fri,Capacidade,462
Fri,Cart\xc3\xa3o de Cr\xc3\xa9dito,1983
Fri,Casa de Prostitui\xc3\xa7\xc3\xa3o,1
Fri,Casamento,88
Fri,Cess\xc3\xa3o de Cr\xc3\xa9dito,10
Fri,Cheque,1197
Fri,Classifica\xc3\xa7\xc3\xa3o de cr\xc3\xa9ditos,9
Fri,Classifica\xc3\xa7\xc3\xa3o e,173
Fri,CND,2
Fri,CNH,297
Fri,Coa\xc3\xa7\xc3\xa3o no curso do processo,20
Fri,Cobran\xc3\xa7a indevida de liga\xc3\xa7\xc3\xb5es,64
Fri,Cofins,2033
Fri,Coisas,1656
Fri,Comercializa\xc3\xa7\xc3\xa3o de dados cadastrais de consumidores,158
Fri,Comiss\xc3\xa3o,11
Fri,Comodato,42
Fri,Compensa\xc3\xa7\xc3\xa3o,5
Fri,Complementa\xc3\xa7\xc3\xa3o de Benef\xc3\xadcio,3
Fri,Compra e Venda,1220
Fri,Compromisso,87
Fri,Compuls\xc3\xb3ria,4
Fri,Concess\xc3\xa3o,270
Fri,Concurso de Credores,2
Fri,Concurso P\xc3\xbablico,623
Fri,Concuss\xc3\xa3o,13
Fri,Condi\xc3\xa7\xc3\xb5es Especiais para Presta\xc3\xa7\xc3\xa3o de Prova,11
Fri,Condom\xc3\xadnio,373
Fri,Condom\xc3\xadnio em Edif\xc3\xadcio,203
Fri,Confus\xc3\xa3o,1
Fri,Cons\xc3\xb3rcio,363
Fri,Conselhos Regionais e Afins,18
Fri,Constitui\xc3\xa7\xc3\xa3o,1
Fri,Constitui\xc3\xa7\xc3\xa3o de Renda,1
Fri,Constrangimento ilegal,7
Fri,Contra a F\xc3\xa9 P\xc3\xbablica,1
Fri,Contra a Fam\xc3\xadlia,3
Fri,Contra a Honra,3
Fri,Contra a liberdade pessoal,1
Fri,Contra a vida,7
Fri,Contra o Patrim\xc3\xb4nio,4
Fri,Contra os Costumes,1
Fri,Contrato Tempor\xc3\xa1rio de M\xc3\xa3o de Obra L 8,5
Fri,Contratos Administrativos,333
Fri,Contratos Banc\xc3\xa1rios,10687
Fri,Contratos de Consumo,1022
Fri,Contratos de Participacao Financeira,5535
Fri,Contraven\xc3\xa7\xc3\xb5es Penais,178
Fri,Contribui\xc3\xa7\xc3\xa3o de Ilumina\xc3\xa7\xc3\xa3o P\xc3\xbablica,8
Fri,Contribui\xc3\xa7\xc3\xa3o Sindical,43
Fri,Contribui\xc3\xa7\xc3\xa3o Sindical Rural,1
Fri,Contribui\xc3\xa7\xc3\xa3o Social sobre o Lucro L\xc3\xadquido,1
Fri,Contribui\xc3\xa7\xc3\xb5es,87
Fri,Contribui\xc3\xa7\xc3\xb5es Corporativas,6
Fri,Contribui\xc3\xa7\xc3\xb5es de Melhoria,188
Fri,Contribui\xc3\xa7\xc3\xb5es Especiais,2
Fri,Contribui\xc3\xa7\xc3\xb5es para o SEBRAE,5
Fri,Contribui\xc3\xa7\xc3\xb5es Previdenci\xc3\xa1rias,1268
Fri,Contribui\xc3\xa7\xc3\xb5es Sociais,236
Fri,Controle de Constitucionalidade,9
Fri,Conv\xc3\xaanio,11
Fri,Convola\xc3\xa7\xc3\xa3o de recupera\xc3\xa7\xc3\xa3o judicial em fal\xc3\xaancia,1
Fri,Corre\xc3\xa7\xc3\xa3o Monet\xc3\xa1ria,2
Fri,Corretagem,219
Fri,Corrup\xc3\xa7\xc3\xa3o ativa,20
Fri,Corrup\xc3\xa7\xc3\xa3o de Menores,1
Fri,Corrup\xc3\xa7\xc3\xa3o passiva,11
Fri,Cr\xc3\xa9dito Pr\xc3\xaamio,1
Fri,Cr\xc3\xa9dito Rural,17
Fri,Cr\xc3\xa9dito Tribut\xc3\xa1rio,24
Fri,Crime contra o P\xc3\xa1trio,12
Fri,Crimes Contra a Administra\xc3\xa7\xc3\xa3o da Justi\xc3\xa7a,2
Fri,Crimes contra a Fauna,7
Fri,Crimes contra a Flora,13
Fri,Crimes contra a Honra,1
Fri,Crimes contra a liberdade pessoal,2
Fri,Crimes Contra a Ordem Economica,1
Fri,Crimes contra as Rela\xc3\xa7\xc3\xb5es de Consumo,45
Fri,Crimes contra as Telecomunica\xc3\xa7\xc3\xb5es,1
Fri,Crimes contra o Patrim\xc3\xb4nio,1
Fri,Crimes contra os Costumes,2
Fri,Crimes contra Patente de Inven\xc3\xa7\xc3\xa3o,1
Fri,Crimes da Lei de licita\xc3\xa7\xc3\xb5es,28
Fri,Crimes de Abuso de Autoridade,4
Fri,Crimes de Lavagem ou Oculta\xc3\xa7\xc3\xa3o de Bens,13
Fri,Crimes de Responsabilidade,24
Fri,Crimes de Tortura,24
Fri,Crimes de Tr\xc3\xa1fico Il\xc3\xadcito e uso indevido de drogas,225
Fri,Crimes de Tr\xc3\xa1fico Il\xc3\xadcito e Uso Indevido de Drogas,4
Fri,Crimes de Tr\xc3\xa2nsito,490
Fri,Crimes do Sistema Nacional de Armas,811
Fri,Crimes Falimentares,5
Fri,Crimes Praticados por Particular Contra a Administra\xc3\xa7\xc3\xa3o em Geral,1
Fri,Crimes Previstos na Legisla\xc3\xa7\xc3\xa3o Extravagante,1
Fri,Crimes Previstos no Estatuto da crian\xc3\xa7a e do adolescente,37
Fri,Crimes Previstos no Estatuto do Idoso,5
Fri,Curadoria dos bens do ausente,1
Fri,Curso de Forma\xc3\xa7\xc3\xa3o,26
Fri,Custeio de Assist\xc3\xaancia M\xc3\xa9dica,2
Fri,D\xc3\xadvida Ativa n\xc3\xa3o,305
Fri,D\xc3\xadvida P\xc3\xbablica Mobili\xc3\xa1ria,1
Fri,Da Polui\xc3\xa7\xc3\xa3o,14
Fri,Dano,15
Fri,Dano Ambiental,15
Fri,Dano ao Er\xc3\xa1rio,15
Fri,Dano Qualificado,28
Fri,De Tr\xc3\xa1fico Il\xc3\xadcito e Uso Indevido de Drogas,62
Fri,De Tr\xc3\xa2nsito,5
Fri,Deb\xc3\xaantures,1
Fri,Decorrente de Viol\xc3\xaancia Dom\xc3\xa9stica,592
Fri,Defensoria P\xc3\xbablica,6
Fri,Demiss\xc3\xa3o ou Exonera\xc3\xa7\xc3\xa3o,30
Fri,Denuncia\xc3\xa7\xc3\xa3o caluniosa,33
Fri,Dep\xc3\xb3sito,10
Fri,Dep\xc3\xb3sito Judicial,1
Fri,Desacato,45
Fri,Desapropria\xc3\xa7\xc3\xa3o,72
Fri,Desapropria\xc3\xa7\xc3\xa3o de Im\xc3\xb3vel Urbano,5
Fri,Desapropria\xc3\xa7\xc3\xa3o Indireta,21
Fri,Desapropria\xc3\xa7\xc3\xa3o por Interesse Social Comum,2
Fri,Desapropria\xc3\xa7\xc3\xa3o por Utilidade P\xc3\xbablica,41
Fri,Desconsidera\xc3\xa7\xc3\xa3o da Personalidade Jur\xc3\xaddica,1
Fri,Desconto em folha de pagamento,36
Fri,Descontos Indevidos,322
Fri,Desenho Industrial,5
Fri,Desmembramento,1
Fri,Desobedi\xc3\xaancia,20
Fri,Desobedi\xc3\xaancia a decis\xc3\xa3o judicial sobre perda ou suspens\xc3\xa3o de direitos,17
Fri,Despejo para Uso Pr\xc3\xb3prio,29
Fri,Despejo por Den\xc3\xbancia Vazia,52
Fri,Despesas Condominiais,294
Fri,Devolu\xc3\xa7\xc3\xa3o de contribui\xc3\xa7\xc3\xb5es previdenci\xc3\xa1rias pagas al\xc3\xa9m do teto,2
Fri,Di\xc3\xa1rias e Outras Indeniza\xc3\xa7\xc3\xb5es,5
Fri,Difama\xc3\xa7\xc3\xa3o,13
Fri,DIREITO ADMINISTRATIVO E OUTRAS MAT\xc3\x89RIAS DE DIREITO P\xc3\x9aBLICO,285
Fri,Direito Autoral,72
Fri,DIREITO CIVIL,218
Fri,DIREITO DA CRIAN\xc3\x87A E DO ADOLESCENTE,882
Fri,Direito de Greve,18
Fri,Direito de Imagem,70
Fri,Direito de Prefer\xc3\xaancia,3
Fri,Direito de Vizinhan\xc3\xa7a,218
Fri,DIREITO DO CONSUMIDOR,988
Fri,DIREITO DO TRABALHO,5
Fri,DIREITO PENAL,197
Fri,Direitos,13
Fri,Direitos da Personalidade,22
Fri,Direitos e T\xc3\xadtulos de Cr\xc3\xa9dito,5
Fri,Dirigente Sindical,31
Fri,Disponibilidade,3
Fri,Disposi\xc3\xa7\xc3\xa3o de coisa alheia como pr\xc3\xb3pria,1
Fri,Dissolu\xc3\xa7\xc3\xa3o,1139
Fri,Divis\xc3\xa3o e Demarca\xc3\xa7\xc3\xa3o,67
Fri,Do Sistema Nacional de Armas,9
Fri,Doa\xc3\xa7\xc3\xa3o,26
Fri,Doen\xc3\xa7a em Pessoa da Fam\xc3\xadlia,6
Fri,Dom\xc3\xadnio P\xc3\xbablico,7
Fri,Duplicata,566
Fri,Duplicata Simulada,8
Fri,Edital,19
Fri,Elei\xc3\xa7\xc3\xa3o,11
Fri,Empr\xc3\xa9stimo consignado,375
Fri,Empr\xc3\xa9stimos Compuls\xc3\xb3rios,18
Fri,Empregado P\xc3\xbablico,235
Fri,Empreitada,32
Fri,Energia El\xc3\xa9trica,22
Fri,Enquadramento,3
Fri,Enriquecimento il\xc3\xadcito,1
Fri,Enriquecimento sem Causa,4
Fri,Ensino Fundamental e M\xc3\xa9dio,1336
Fri,Ensino Superior,595
Fri,Entrada e Perman\xc3\xaancia de Menores,3
Fri,Equil\xc3\xadbrio Financeiro,3
Fri,Equival\xc3\xaancia salarial,1
Fri,Erro M\xc3\xa9dico,216
Fri,Esbulho,324
Fri,Escolaridade,5
Fri,Esp\xc3\xa9cies de Contratos,1145
Fri,Esp\xc3\xa9cies de T\xc3\xadtulos de Cr\xc3\xa9dito,492
Fri,Estabelecimentos de Ensino,154
Fri,Estabilidade,1
Fri,Estaduais,54
Fri,Estelionato,311
Fri,Estelionato Majorado,2
Fri,Estimat\xc3\xb3rio,1
Fri,Estupro,628
Fri,ESTUPRO DE VULNERAVEL,545
Fri,Exame de Sa\xc3\xbade e,54
Fri,Exame Psicot\xc3\xa9cnico,22
Fri,Exclus\xc3\xa3o,1
Fri,Exclus\xc3\xa3o de associado,1
Fri,Execu\xc3\xa7\xc3\xa3o Contratual,7
Fri,Exerc\xc3\xadcio em Outro Munic\xc3\xadpio,1
Fri,Exerc\xc3\xadcio Ilegal da Medicina,1
Fri,Exibicao de Documentos,251
Fri,Exig\xc3\xaancia de Pr\xc3\xa1tica Forense,2
Fri,Exonera\xc3\xa7\xc3\xa3o,293
Fri,Expedi\xc3\xa7\xc3\xa3o de CND,1
Fri,Expurgos Inflacion\xc3\xa1rios,3460
Fri,Extin\xc3\xa7\xc3\xa3o do Cr\xc3\xa9dito Tribut\xc3\xa1rio,1
Fri,Extors\xc3\xa3o,79
Fri,Extors\xc3\xa3o mediante seq\xc3\xbcestro,26
