yearMonth,type,count
2005-02-01,Medida Cautelar Inominada,1
2005-02-01,Outros Feitos,2
2005-02-01,Prefeito,7
2005-02-01,Processo Crime,6
2005-02-01,Recurso C\xc3\xadvel,736
2005-02-01,Recurso de Of\xc3\xadcio,4
2005-02-01,Recurso em Sentido Estrito,71
2005-02-01,Recurso Oficioso em Sentido Estrito,1
2005-02-01,Reexame Necess\xc3\xa1rio,36
2005-02-01,Representa\xc3\xa7\xc3\xa3o,41
2005-02-01,Restaura\xc3\xa7\xc3\xa3o de Autos,1
2005-02-01,Revis\xc3\xa3o Criminal,12
2005-02-01,Termo Circunstanciado,2
2005-03-01,A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica,1
2005-03-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,15
2005-03-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,29
2005-03-01,Agravo,1887
2005-03-01,Agravo de Instrumento,5178
2005-03-01,Agravo de Peti\xc3\xa7\xc3\xa3o,3
2005-03-01,Agravo em Execu\xc3\xa7\xc3\xa3o,177
2005-03-01,Agravo Embargos Infringentes,2
2005-03-01,Agravo Interno,9
2005-03-01,Agravo Regimental,142
2005-03-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,10463
2005-03-01,Apela\xc3\xa7\xc3\xa3o Crime,1147
2005-03-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,727
2005-03-01,Carta Testemunh\xc3\xa1vel,1
2005-03-01,Conflito de Compet\xc3\xaancia,48
2005-03-01,Correi\xc3\xa7\xc3\xa3o Parcial,128
2005-03-01,Embargos de Declara\xc3\xa7\xc3\xa3o,3655
2005-03-01,Embargos Infringentes,273
2005-03-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,5
2005-03-01,Habeas Corpus,550
2005-03-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,1
2005-03-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2005-03-01,Inqu\xc3\xa9rito Policial,2
2005-03-01,Mandado de Injun\xc3\xa7\xc3\xa3o,1
2005-03-01,Mandado de Seguran\xc3\xa7a,93
2005-03-01,Medida Cautelar,5
2005-03-01,Medida Cautelar Inominada,5
2005-03-01,Not\xc3\xadcia Crime,1
2005-03-01,Outros Feitos,7
2005-03-01,Prefeito,1
2005-03-01,Processo Crime,23
2005-03-01,Reabilita\xc3\xa7\xc3\xa3o,1
2005-03-01,Recurso C\xc3\xadvel,1355
2005-03-01,Recurso de Of\xc3\xadcio,6
2005-03-01,Recurso em Sentido Estrito,124
2005-03-01,Recurso Oficioso em Sentido Estrito,1
2005-03-01,Reexame Necess\xc3\xa1rio,120
2005-03-01,Representa\xc3\xa7\xc3\xa3o,12
2005-03-01,Revis\xc3\xa3o Criminal,51
2005-03-01,Termo Circunstanciado,1
2005-04-01,A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica,7
2005-04-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,33
2005-04-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,39
2005-04-01,Agravo,1366
2005-04-01,Agravo de Instrumento,5402
2005-04-01,Agravo de Peti\xc3\xa7\xc3\xa3o,3
2005-04-01,Agravo em Execu\xc3\xa7\xc3\xa3o,80
2005-04-01,Agravo Embargos Infringentes,8
2005-04-01,Agravo Interno,43
2005-04-01,Agravo Regimental,125
2005-04-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,8266
2005-04-01,Apela\xc3\xa7\xc3\xa3o Crime,875
2005-04-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,801
2005-04-01,Conflito de Compet\xc3\xaancia,46
2005-04-01,Correi\xc3\xa7\xc3\xa3o Parcial,52
2005-04-01,Desaforamento,2
2005-04-01,Embargos de Declara\xc3\xa7\xc3\xa3o,3086
2005-04-01,Embargos Infringentes,211
2005-04-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,3
2005-04-01,Habeas Corpus,363
2005-04-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,1
2005-04-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2005-04-01,Incidente de Inconstitucionalidade,3
2005-04-01,Mandado de Seguran\xc3\xa7a,105
2005-04-01,Medida Cautelar,4
2005-04-01,Medida Cautelar Inominada,6
2005-04-01,Outros Feitos,5
2005-04-01,Pedido de Arquivamento,1
2005-04-01,Prefeito,19
2005-04-01,Processo Crime,7
2005-04-01,Queixa,4
2005-04-01,Recurso C\xc3\xadvel,1176
2005-04-01,Recurso de Of\xc3\xadcio,5
2005-04-01,Recurso em Sentido Estrito,126
2005-04-01,Recurso Oficioso em Sentido Estrito,1
2005-04-01,Reexame Necess\xc3\xa1rio,93
2005-04-01,Representa\xc3\xa7\xc3\xa3o,5
2005-04-01,Revis\xc3\xa3o Criminal,34
2005-04-01,Termo Circunstanciado,1
2005-05-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,17
2005-05-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,72
2005-05-01,Agravo,1266
2005-05-01,Agravo de Instrumento,5202
2005-05-01,Agravo de Peti\xc3\xa7\xc3\xa3o,1
2005-05-01,Agravo em Execu\xc3\xa7\xc3\xa3o,45
2005-05-01,Agravo Embargos Infringentes,2
2005-05-01,Agravo Interno,19
2005-05-01,Agravo Regimental,113
2005-05-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,8444
2005-05-01,Apela\xc3\xa7\xc3\xa3o Crime,840
2005-05-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,721
2005-05-01,Conflito de Compet\xc3\xaancia,72
2005-05-01,Correi\xc3\xa7\xc3\xa3o Parcial,39
2005-05-01,Desaforamento,1
2005-05-01,Embargos de Declara\xc3\xa7\xc3\xa3o,2532
2005-05-01,Embargos Infringentes,291
2005-05-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,6
2005-05-01,Habeas Corpus,371
2005-05-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,1
2005-05-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2005-05-01,Incidente de Inconstitucionalidade,1
2005-05-01,Mandado de Seguran\xc3\xa7a,89
2005-05-01,Medida Cautelar,2
2005-05-01,Medida Cautelar Inominada,6
2005-05-01,Outros Feitos,3
2005-05-01,Prefeito,5
2005-05-01,Processo Crime,24
2005-05-01,Queixa,1
2005-05-01,Reclama\xc3\xa7\xc3\xa3o,1
2005-05-01,Recurso C\xc3\xadvel,1355
2005-05-01,Recurso de Of\xc3\xadcio,5
2005-05-01,Recurso em Sentido Estrito,136
2005-05-01,Reexame Necess\xc3\xa1rio,102
2005-05-01,Representa\xc3\xa7\xc3\xa3o,5
2005-05-01,Restaura\xc3\xa7\xc3\xa3o de Autos,1
2005-05-01,Revis\xc3\xa3o Criminal,19
2005-05-01,Termo Circunstanciado,2
2005-05-01,Uniformiza\xc3\xa7\xc3\xa3o de Jurisprud\xc3\xaancia,1
2005-06-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,9
2005-06-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,57
2005-06-01,Agravo,1948
2005-06-01,Agravo de Instrumento,6602
2005-06-01,Agravo em Execu\xc3\xa7\xc3\xa3o,28
2005-06-01,Agravo Embargos Infringentes,3
2005-06-01,Agravo Interno,2
2005-06-01,Agravo Regimental,151
2005-06-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,11685
2005-06-01,Apela\xc3\xa7\xc3\xa3o Crime,1135
2005-06-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,950
2005-06-01,Carta Testemunh\xc3\xa1vel,1
2005-06-01,Conflito de Compet\xc3\xaancia,49
2005-06-01,Correi\xc3\xa7\xc3\xa3o Parcial,29
2005-06-01,Embargos de Declara\xc3\xa7\xc3\xa3o,4018
2005-06-01,Embargos Infringentes,163
2005-06-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,2
2005-06-01,Habeas Corpus,473
2005-06-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,2
2005-06-01,Incidente de Inconstitucionalidade,4
2005-06-01,Inqu\xc3\xa9rito Policial,1
2005-06-01,Mandado de Seguran\xc3\xa7a,95
2005-06-01,Medida Cautelar,3
2005-06-01,Medida Cautelar Inominada,7
2005-06-01,Outros Feitos,4
2005-06-01,Outros Incidentes,1
2005-06-01,Prefeito,9
2005-06-01,Processo Crime,35
2005-06-01,Queixa,1
2005-06-01,Recurso C\xc3\xadvel,1261
2005-06-01,Recurso de Of\xc3\xadcio,10
2005-06-01,Recurso em Sentido Estrito,199
2005-06-01,Recurso Oficioso em Sentido Estrito,3
2005-06-01,Reexame Necess\xc3\xa1rio,125
2005-06-01,Representa\xc3\xa7\xc3\xa3o,6
2005-06-01,Revis\xc3\xa3o Criminal,17
2005-06-01,Termo Circunstanciado,1
2005-07-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,7
2005-07-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,32
2005-07-01,Agravo,1004
2005-07-01,Agravo de Instrumento,4816
2005-07-01,Agravo em Execu\xc3\xa7\xc3\xa3o,14
2005-07-01,Agravo Embargos Infringentes,2
2005-07-01,Agravo Inominado,1
2005-07-01,Agravo Regimental,88
2005-07-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,6863
2005-07-01,Apela\xc3\xa7\xc3\xa3o Crime,706
2005-07-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,436
2005-07-01,Carta Testemunh\xc3\xa1vel,1
2005-07-01,Conflito de Compet\xc3\xaancia,38
2005-07-01,Correi\xc3\xa7\xc3\xa3o Parcial,9
2005-07-01,Embargos de Declara\xc3\xa7\xc3\xa3o,2017
2005-07-01,Embargos Infringentes,106
2005-07-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,2
2005-07-01,Habeas Corpus,321
2005-07-01,Mandado de Seguran\xc3\xa7a,81
2005-07-01,Medida Cautelar,1
2005-07-01,Medida Cautelar Inominada,1
2005-07-01,Outros C\xc3\xadveis,2
2005-07-01,Outros Feitos,2
2005-07-01,Outros Incidentes,1
2005-07-01,Prefeito,1
2005-07-01,Processo Crime,27
2005-07-01,Queixa,1
2005-07-01,Recurso C\xc3\xadvel,1261
2005-07-01,Recurso de Of\xc3\xadcio,1
2005-07-01,Recurso em Sentido Estrito,106
2005-07-01,Reexame Necess\xc3\xa1rio,63
2005-07-01,Representa\xc3\xa7\xc3\xa3o,1
2005-07-01,Revis\xc3\xa3o Criminal,18
2005-07-01,Termo Circunstanciado,3
2005-08-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,24
2005-08-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,46
2005-08-01,Agravo,2041
2005-08-01,Agravo de Instrumento,5870
2005-08-01,Agravo em Execu\xc3\xa7\xc3\xa3o,52
2005-08-01,Agravo Embargos Infringentes,5
2005-08-01,Agravo Interno,4
2005-08-01,Agravo Regimental,152
2005-08-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,8991
2005-08-01,Apela\xc3\xa7\xc3\xa3o Crime,962
2005-08-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,997
2005-08-01,Apela\xc3\xa7\xc3\xa3o Rec,1
2005-08-01,Carta Testemunh\xc3\xa1vel,1
2005-08-01,Conflito de Compet\xc3\xaancia,73
2005-08-01,Correi\xc3\xa7\xc3\xa3o Parcial,15
2005-08-01,Desaforamento,2
2005-08-01,Embargos \xc3\xa0 Execu\xc3\xa7\xc3\xa3o,1
2005-08-01,Embargos de Declara\xc3\xa7\xc3\xa3o,3965
2005-08-01,Embargos Infringentes,285
2005-08-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,8
2005-08-01,Exce\xc3\xa7\xc3\xa3o Suspei\xc3\xa7\xc3\xa3o Impedimento,1
2005-08-01,Habeas Corpus,509
2005-08-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,2
2005-08-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2005-08-01,Incidente de Inconstitucionalidade,9
2005-08-01,Inqu\xc3\xa9rito Policial,1
2005-08-01,Mandado de Seguran\xc3\xa7a,105
2005-08-01,Medida Cautelar,1
2005-08-01,Medida Cautelar Inominada,6
2005-08-01,Outros C\xc3\xadveis,2
2005-08-01,Outros Feitos,5
2005-08-01,Processo Crime,11
2005-08-01,Recurso C\xc3\xadvel,1472
2005-08-01,Recurso de Of\xc3\xadcio,7
2005-08-01,Recurso em Sentido Estrito,129
2005-08-01,Reexame Necess\xc3\xa1rio,215
2005-08-01,Representa\xc3\xa7\xc3\xa3o,3
2005-08-01,Restaura\xc3\xa7\xc3\xa3o de Autos,1
2005-08-01,Revis\xc3\xa3o Criminal,36
2005-08-01,Termo Circunstanciado,3
2005-09-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,5
2005-09-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,34
2005-09-01,Agravo,1755
2005-09-01,Agravo de Instrumento,5280
2005-09-01,Agravo em Execu\xc3\xa7\xc3\xa3o,51
2005-09-01,Agravo Embargos Infringentes,7
2005-09-01,Agravo Regimental,111
2005-09-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,8505
2005-09-01,Apela\xc3\xa7\xc3\xa3o Crime,1294
2005-09-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,843
2005-09-01,Carta Testemunh\xc3\xa1vel,3
2005-09-01,Conflito de Compet\xc3\xaancia,55
2005-09-01,Correi\xc3\xa7\xc3\xa3o Parcial,15
2005-09-01,Desaforamento,3
2005-09-01,Embargos de Declara\xc3\xa7\xc3\xa3o,2688
2005-09-01,Embargos Infringentes,231
2005-09-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,7
2005-09-01,Habeas Corpus,424
2005-09-01,Habilita\xc3\xa7\xc3\xa3o,1
2005-09-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,2
2005-09-01,Incidente de Inconstitucionalidade,14
2005-09-01,Interven\xc3\xa7\xc3\xa3o Federal no Estado,1
2005-09-01,Mandado de Injun\xc3\xa7\xc3\xa3o,1
2005-09-01,Mandado de Seguran\xc3\xa7a,98
2005-09-01,Medida Cautelar,3
2005-09-01,Medida Cautelar Inominada,4
2005-09-01,Outros C\xc3\xadveis,1
2005-09-01,Outros Feitos,2
2005-09-01,Prefeito,22
2005-09-01,Processo Crime,16
2005-09-01,Queixa,1
2005-09-01,Recurso C\xc3\xadvel,1723
2005-09-01,Recurso de Of\xc3\xadcio,12
2005-09-01,Recurso em Sentido Estrito,180
2005-09-01,Recurso Oficioso em Sentido Estrito,2
2005-09-01,Reexame Necess\xc3\xa1rio,202
2005-09-01,Revis\xc3\xa3o Criminal,25
2005-09-01,Termo Circunstanciado,2
2005-10-01,A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica,1
2005-10-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,12
2005-10-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,25
2005-10-01,Agravo,1407
2005-10-01,Agravo de Instrumento,5085
2005-10-01,Agravo em Execu\xc3\xa7\xc3\xa3o,26
2005-10-01,Agravo Interno,2
2005-10-01,Agravo Regimental,115
2005-10-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,7803
2005-10-01,Apela\xc3\xa7\xc3\xa3o Crime,899
2005-10-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,856
2005-10-01,Conflito de Compet\xc3\xaancia,72
2005-10-01,Correi\xc3\xa7\xc3\xa3o Parcial,12
2005-10-01,Desaforamento,1
2005-10-01,Embargos de Declara\xc3\xa7\xc3\xa3o,3062
2005-10-01,Embargos Infringentes,134
2005-10-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,5
2005-10-01,Habeas Corpus,419
2005-10-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,1
2005-10-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,2
2005-10-01,Incidente de Inconstitucionalidade,1
2005-10-01,Inqu\xc3\xa9rito Policial,1
2005-10-01,Mandado de Seguran\xc3\xa7a,76
2005-10-01,Medida Cautelar,2
2005-10-01,Medida Cautelar Inominada,1
2005-10-01,Outros C\xc3\xadveis,1
2005-10-01,Outros Feitos,2
2005-10-01,Prefeito,1
2005-10-01,Processo Crime,17
2005-10-01,Recurso C\xc3\xadvel,1738
2005-10-01,Recurso Crime,84
2005-10-01,Recurso de Of\xc3\xadcio,5
2005-10-01,Recurso em Sentido Estrito,95
2005-10-01,Reexame Necess\xc3\xa1rio,113
2005-10-01,Representa\xc3\xa7\xc3\xa3o,7
2005-10-01,Restaura\xc3\xa7\xc3\xa3o de Autos,1
2005-10-01,Revis\xc3\xa3o Criminal,34
2005-11-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,13
2005-11-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,34
2005-11-01,Agravo,1802
2005-11-01,Agravo de Instrumento,5542
2005-11-01,Agravo em Execu\xc3\xa7\xc3\xa3o,9
2005-11-01,Agravo Embargos Infringentes,3
2005-11-01,Agravo Interno,1
2005-11-01,Agravo Regimental,112
2005-11-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,8608
2005-11-01,Apela\xc3\xa7\xc3\xa3o Crime,1076
2005-11-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,859
2005-11-01,Carta Testemunh\xc3\xa1vel,1
2005-11-01,Conflito de Compet\xc3\xaancia,62
2005-11-01,Correi\xc3\xa7\xc3\xa3o Parcial,34
2005-11-01,Embargos de Declara\xc3\xa7\xc3\xa3o,3596
2005-11-01,Embargos Infringentes,304
2005-11-01,Exce\xc3\xa7\xc3\xa3o da Verdade,1
2005-11-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,7
2005-11-01,Exce\xc3\xa7\xc3\xa3o Suspei\xc3\xa7\xc3\xa3o Impedimento,1
2005-11-01,Habeas Corpus,445
2005-11-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,2
2005-11-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2005-11-01,Inqu\xc3\xa9rito Policial,2
2005-11-01,Mandado de Seguran\xc3\xa7a,91
2005-11-01,Mandado de Seguran\xc3\xa7a Crime,10
2005-11-01,Medida Cautelar,3
2005-11-01,Medida Cautelar Inominada,6
2005-11-01,Outros Feitos,5
2005-11-01,Processo Crime,1
2005-11-01,Recurso C\xc3\xadvel,2246
2005-11-01,Recurso Crime,117
2005-11-01,Recurso de Of\xc3\xadcio,3
2005-11-01,Recurso em Sentido Estrito,142
2005-11-01,Recurso Oficioso em Sentido Estrito,1
2005-11-01,Reexame Necess\xc3\xa1rio,125
2005-11-01,Representa\xc3\xa7\xc3\xa3o,5
2005-11-01,Restaura\xc3\xa7\xc3\xa3o de Autos,1
2005-11-01,Revis\xc3\xa3o Criminal,20
2005-11-01,Termo Circunstanciado,1
2005-11-01,Uniformiza\xc3\xa7\xc3\xa3o de Jurisprud\xc3\xaancia,1
2005-12-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,11
2005-12-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,48
2005-12-01,Agravo,1680
2005-12-01,Agravo de Instrumento,6208
2005-12-01,Agravo em Execu\xc3\xa7\xc3\xa3o,10
2005-12-01,Agravo Interno,4
2005-12-01,Agravo Regimental,111
2005-12-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,8771
2005-12-01,Apela\xc3\xa7\xc3\xa3o Crime,1120
2005-12-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,1019
2005-12-01,Apela\xc3\xa7\xc3\xa3o Rec,1
2005-12-01,Carta Testemunh\xc3\xa1vel,3
2005-12-01,Conflito de Compet\xc3\xaancia,47
2005-12-01,Correi\xc3\xa7\xc3\xa3o Parcial,26
2005-12-01,Desaforamento,2
2005-12-01,Embargos de Declara\xc3\xa7\xc3\xa3o,4014
2005-12-01,Embargos Infringentes,175
2005-12-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,3
2005-12-01,Habeas Corpus,584
2005-12-01,Impugna\xc3\xa7\xc3\xa3o,1
2005-12-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,3
2005-12-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2005-12-01,Interven\xc3\xa7\xc3\xa3o Federal no Estado,4
2005-12-01,Mandado de Seguran\xc3\xa7a,95
2005-12-01,Mandado de Seguran\xc3\xa7a Crime,5
2005-12-01,Medida Cautelar,2
2005-12-01,Medida Cautelar Inominada,5
2005-12-01,Outros Feitos,3
2005-12-01,Outros Incidentes,1
2005-12-01,Prefeito,3
2005-12-01,Processo Crime,4
2005-12-01,Queixa,1
2005-12-01,Recurso C\xc3\xadvel,1361
2005-12-01,Recurso Crime,75
2005-12-01,Recurso de Of\xc3\xadcio,6
2005-12-01,Recurso em Sentido Estrito,143
2005-12-01,Reexame Necess\xc3\xa1rio,108
2005-12-01,Representa\xc3\xa7\xc3\xa3o,13
2005-12-01,Restaura\xc3\xa7\xc3\xa3o de Autos,1
2005-12-01,Revis\xc3\xa3o Criminal,51
2006-01-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,12
2006-01-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,11
2006-01-01,Agravo,1218
2006-01-01,Agravo de Instrumento,3846
2006-01-01,Agravo em Execu\xc3\xa7\xc3\xa3o,40
2006-01-01,Agravo Interno,3
2006-01-01,Agravo Regimental,70
2006-01-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,5705
2006-01-01,Apela\xc3\xa7\xc3\xa3o Crime,551
2006-01-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,328
2006-01-01,Conflito de Compet\xc3\xaancia,47
2006-01-01,Correi\xc3\xa7\xc3\xa3o Parcial,9
2006-01-01,Desaforamento,1
2006-01-01,Embargos de Declara\xc3\xa7\xc3\xa3o,1799
2006-01-01,Embargos Infringentes,23
2006-01-01,Exce\xc3\xa7\xc3\xa3o da Verdade,1
2006-01-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,2
2006-01-01,Habeas Corpus,336
2006-01-01,Incidente de Inconstitucionalidade,1
2006-01-01,Mandado de Seguran\xc3\xa7a,58
2006-01-01,Mandado de Seguran\xc3\xa7a Crime,2
2006-01-01,Medida Cautelar,2
2006-01-01,Outros Feitos,3
2006-01-01,Processo Crime,2
2006-01-01,Queixa,1
2006-01-01,Recurso C\xc3\xadvel,1530
2006-01-01,Recurso Crime,78
2006-01-01,Recurso de Of\xc3\xadcio,2
2006-01-01,Recurso em Sentido Estrito,64
2006-01-01,Recurso Oficioso em Sentido Estrito,1
2006-01-01,Reexame Necess\xc3\xa1rio,40
2006-01-01,Representa\xc3\xa7\xc3\xa3o,6
2006-01-01,Revis\xc3\xa3o Criminal,1
2006-01-01,Termo Circunstanciado,1
2006-02-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,14
2006-02-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,7
2006-02-01,Agravo,881
2006-02-01,Agravo de Instrumento,2855
2006-02-01,Agravo em Execu\xc3\xa7\xc3\xa3o,10
2006-02-01,Agravo Interno,2
2006-02-01,Agravo Regimental,38
2006-02-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,3943
2006-02-01,Apela\xc3\xa7\xc3\xa3o Crime,640
2006-02-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,340
2006-02-01,Carta Testemunh\xc3\xa1vel,1
2006-02-01,Conflito de Compet\xc3\xaancia,30
2006-02-01,Correi\xc3\xa7\xc3\xa3o Parcial,12
2006-02-01,Desaforamento,1
2006-02-01,Embargos de Declara\xc3\xa7\xc3\xa3o,1581
2006-02-01,Embargos Infringentes,21
2006-02-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,2
2006-02-01,Habeas Corpus,433
2006-02-01,Habeas Data,1
2006-02-01,Mandado de Seguran\xc3\xa7a,36
2006-02-01,Mandado de Seguran\xc3\xa7a Crime,5
2006-02-01,Medida Cautelar,1
2006-02-01,Prefeito,1
2006-02-01,Processo Crime,3
2006-02-01,Recurso C\xc3\xadvel,1110
2006-02-01,Recurso Crime,79
2006-02-01,Recurso de Of\xc3\xadcio,6
2006-02-01,Recurso em Sentido Estrito,111
2006-02-01,Reexame Necess\xc3\xa1rio,47
2006-02-01,Representa\xc3\xa7\xc3\xa3o,7
2006-02-01,Revis\xc3\xa3o Criminal,1
2006-03-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,9
2006-03-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,50
2006-03-01,Agravo,1985
2006-03-01,Agravo de Instrumento,5554
2006-03-01,Agravo em Execu\xc3\xa7\xc3\xa3o,57
2006-03-01,Agravo Embargos Infringentes,5
2006-03-01,Agravo Interno,11
2006-03-01,Agravo Regimental,149
2006-03-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,9642
2006-03-01,Apela\xc3\xa7\xc3\xa3o Crime,1136
2006-03-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,904
2006-03-01,Carta Testemunh\xc3\xa1vel,1
2006-03-01,Conflito de Compet\xc3\xaancia,102
2006-03-01,Correi\xc3\xa7\xc3\xa3o Parcial,30
2006-03-01,Embargos de Declara\xc3\xa7\xc3\xa3o,3619
2006-03-01,Embargos Infringentes,409
2006-03-01,Exce\xc3\xa7\xc3\xa3o da Verdade,1
2006-03-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,12
2006-03-01,Habeas Corpus,519
2006-03-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2006-03-01,Incidente de Inconstitucionalidade,2
2006-03-01,Mandado de Seguran\xc3\xa7a,109
2006-03-01,Medida Cautelar,4
2006-03-01,Outros Feitos,14
2006-03-01,Processo Crime,4
2006-03-01,Queixa,3
2006-03-01,Recurso C\xc3\xadvel,2418
2006-03-01,Recurso de Of\xc3\xadcio,3
2006-03-01,Recurso em Sentido Estrito,166
2006-03-01,Reexame Necess\xc3\xa1rio,85
2006-03-01,Representa\xc3\xa7\xc3\xa3o,9
2006-03-01,Revis\xc3\xa3o Criminal,38
2006-03-01,Uniformiza\xc3\xa7\xc3\xa3o de Jurisprud\xc3\xaancia,1
2006-04-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,18
